model,rank,tier,lat,lon,h,w,pred,true,intervention,cmf,expected_severity_reduction_pct
convlstm,541,BASELINE,41.8925,-87.6975,50,50,0.6813175566494465,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,542,BASELINE,41.8075,-87.69250000000001,33,51,0.6812793463468552,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,543,BASELINE,41.8375,-87.6275,39,64,0.6810474516823888,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,544,BASELINE,41.8775,-87.7475,47,40,0.6805044244974852,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,545,BASELINE,41.8025,-87.6025,32,69,0.6803447862621397,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,546,BASELINE,41.7525,-87.5775,22,74,0.6793077196925879,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,547,BASELINE,41.9075,-87.6875,53,52,0.6792909412179142,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,548,BASELINE,41.7575,-87.63250000000001,23,63,0.6792706113774329,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,549,BASELINE,41.9075,-87.6975,53,50,0.6792107243090868,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,550,BASELINE,41.8025,-87.6275,32,64,0.6788080465048552,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,551,BASELINE,41.8825,-87.6525,48,59,0.6787286251783371,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,552,BASELINE,41.8675,-87.7175,45,46,0.6779205752536654,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,553,BASELINE,41.7175,-87.6425,15,61,0.6778924686368555,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,554,BASELINE,41.7625,-87.5925,24,71,0.6776901502162218,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,555,BASELINE,41.8475,-87.6225,41,65,0.6776567157357931,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,556,BASELINE,41.8825,-87.67750000000001,48,54,0.6771128315012902,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,557,BASELINE,41.8875,-87.7175,49,46,0.6768190283328295,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,558,BASELINE,41.8625,-87.6725,44,55,0.6767608560621738,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,559,BASELINE,41.9825,-87.7525,68,39,0.6766752500552684,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,560,BASELINE,41.9025,-87.6975,52,50,0.6764534588437527,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,561,BASELINE,41.9775,-87.7475,67,40,0.6759422738105059,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,562,BASELINE,41.7625,-87.66250000000001,24,57,0.6758888773620129,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,563,BASELINE,41.7725,-87.6575,26,58,0.6756566762924194,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,564,BASELINE,41.9225,-87.7275,56,44,0.6755547819193453,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,565,BASELINE,41.9075,-87.7075,53,48,0.6754451722372323,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,566,BASELINE,41.8775,-87.6575,47,58,0.675441620638594,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,567,BASELINE,41.7325,-87.5725,18,75,0.6752362402621657,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,568,BASELINE,41.7475,-87.7025,21,49,0.6749345993157476,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,569,BASELINE,41.8875,-87.7025,49,49,0.6749252304434776,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,570,BASELINE,41.7825,-87.6675,28,56,0.6747845748905092,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,571,BASELINE,41.8675,-87.7225,45,45,0.6745787046384066,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,572,BASELINE,41.9625,-87.77250000000001,64,35,0.6745533533394337,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,573,BASELINE,41.7925,-87.7275,30,44,0.674476932734251,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,574,BASELINE,41.8075,-87.6125,33,67,0.6737890250515193,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,575,BASELINE,41.9075,-87.7175,53,46,0.6737781865522265,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,576,BASELINE,41.9625,-87.7475,64,40,0.6731406133621931,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,577,BASELINE,41.7575,-87.6525,23,59,0.672962237149477,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,578,BASELINE,41.7275,-87.5425,17,81,0.6729567262809724,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,579,BASELINE,41.7225,-87.5875,16,72,0.6729487658012658,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,580,BASELINE,41.8075,-87.6025,33,69,0.6728296037763357,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,581,BASELINE,41.8925,-87.7225,50,45,0.6726316940039396,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,582,BASELINE,41.8725,-87.6425,46,61,0.672372794477269,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,583,BASELINE,41.7025,-87.6575,12,58,0.6722146871034056,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,584,BASELINE,41.7325,-87.6025,18,69,0.6721699247136712,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,585,BASELINE,41.7125,-87.6225,14,65,0.6717730641830713,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,586,BASELINE,41.9175,-87.7125,55,47,0.6713064573705196,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,587,BASELINE,41.7525,-87.6125,22,67,0.6712473051156849,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,588,BASELINE,41.9425,-87.7075,60,48,0.6712383648846298,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,589,BASELINE,41.7925,-87.7325,30,43,0.6710522118955851,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,590,BASELINE,41.7875,-87.6375,29,62,0.6707306087482721,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,591,BASELINE,41.8375,-87.69250000000001,39,51,0.6707277307286859,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,592,BASELINE,41.8075,-87.5975,33,70,0.6706868873443455,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,593,BASELINE,41.7925,-87.7175,30,46,0.6704586055129766,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,594,BASELINE,41.9425,-87.6375,60,62,0.6704301927238703,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,595,BASELINE,41.8075,-87.6825,33,53,0.6703999426681548,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,596,BASELINE,41.7475,-87.6525,21,59,0.670298844575882,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,597,BASELINE,41.8525,-87.64750000000001,42,60,0.6700451504439116,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,598,BASELINE,41.8625,-87.6825,44,53,0.6698398925364017,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,599,BASELINE,41.8825,-87.69250000000001,48,51,0.6697477956768125,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,600,BASELINE,41.7175,-87.5575,15,78,0.6696477385703474,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,601,BASELINE,41.7775,-87.6525,27,59,0.6691955833230168,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,602,BASELINE,41.9525,-87.7475,62,40,0.6690227184444666,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,603,BASELINE,41.7825,-87.6125,28,67,0.6690070424228907,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,604,BASELINE,41.8975,-87.7375,51,42,0.668936071684584,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,605,BASELINE,41.8875,-87.7125,49,47,0.6687842104583979,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,606,BASELINE,41.8025,-87.7275,32,44,0.6684968981426209,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,607,BASELINE,41.9925,-87.7525,70,39,0.6684138029813766,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,608,BASELINE,41.7475,-87.7275,21,44,0.6683609578758478,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,609,BASELINE,41.9425,-87.6975,60,50,0.668307316256687,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,610,BASELINE,41.7975,-87.7325,31,43,0.668189623625949,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,611,BASELINE,41.7675,-87.64750000000001,25,60,0.6681247150991112,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,612,BASELINE,41.9675,-87.7625,65,37,0.6678936162497848,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,613,BASELINE,41.7475,-87.64750000000001,21,60,0.6676475761923939,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,614,BASELINE,41.8925,-87.7125,50,47,0.667508757673204,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,615,BASELINE,41.6925,-87.6375,10,62,0.6674464822281152,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,616,BASELINE,41.7575,-87.5775,23,74,0.6671222457662225,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,617,BASELINE,41.8275,-87.63250000000001,37,63,0.667051887139678,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,618,BASELINE,41.8725,-87.7025,46,49,0.6670482745394111,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,619,BASELINE,41.8375,-87.6725,39,55,0.6669187636580318,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,620,BASELINE,41.8975,-87.7075,51,48,0.6667099541518837,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,621,BASELINE,41.8725,-87.7125,46,47,0.6666074476670474,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,622,BASELINE,41.8675,-87.7325,45,43,0.6665972827468067,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,623,BASELINE,41.7075,-87.6575,13,58,0.6665535613428801,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,624,BASELINE,41.7275,-87.5575,17,78,0.6663764715194702,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,625,BASELINE,41.8075,-87.6675,33,56,0.6662424290552735,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,626,BASELINE,41.9225,-87.6525,56,59,0.6658889837563038,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,627,BASELINE,41.9875,-87.66250000000001,69,57,0.6656643145252019,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,628,BASELINE,41.6975,-87.63250000000001,11,63,0.6653712466359138,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,629,BASELINE,41.7475,-87.56750000000001,21,76,0.6652706991881132,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,630,BASELINE,41.7425,-87.6175,20,66,0.6650262514594942,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,631,BASELINE,41.7825,-87.6525,28,59,0.6649876125156879,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,632,BASELINE,41.9125,-87.7125,54,47,0.6649195810314268,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,633,BASELINE,41.8125,-87.6025,34,69,0.664865143597126,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,634,BASELINE,41.8675,-87.6275,45,64,0.6648047051858157,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,635,BASELINE,41.7025,-87.6175,12,66,0.6646687034517527,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,636,BASELINE,41.7625,-87.6075,24,68,0.6643694506492466,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,637,BASELINE,41.6925,-87.6225,10,65,0.6641930341720581,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,638,BASELINE,41.7825,-87.6375,28,62,0.6637626171577722,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,639,BASELINE,41.9025,-87.7475,52,40,0.6636247169226408,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,640,BASELINE,41.9275,-87.6675,57,56,0.6635850984603167,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,641,BASELINE,41.7875,-87.64750000000001,29,60,0.6632394299376756,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,642,BASELINE,41.9525,-87.6675,62,56,0.6629693247377872,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,643,BASELINE,41.8375,-87.63250000000001,39,63,0.6629624050110579,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,644,BASELINE,41.9475,-87.7225,61,45,0.6629370544105768,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,645,BASELINE,41.7325,-87.66250000000001,18,57,0.6626714803278446,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,646,BASELINE,41.7175,-87.6225,15,65,0.6626579475123435,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,647,BASELINE,41.7675,-87.5925,25,71,0.6618355687242001,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,648,BASELINE,41.9575,-87.7775,63,34,0.6618269961327314,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,649,BASELINE,41.9725,-87.75750000000001,66,38,0.6617965623736382,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,650,BASELINE,41.9175,-87.6825,55,53,0.6614703051745892,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,651,BASELINE,41.8775,-87.7175,47,46,0.6613661453593522,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,652,BASELINE,41.7775,-87.6575,27,58,0.6611574583221227,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,653,BASELINE,41.8725,-87.63250000000001,46,63,0.6609885124489665,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,654,BASELINE,41.7575,-87.64750000000001,23,60,0.6609749794006348,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,655,BASELINE,41.6925,-87.6575,10,58,0.6607051193714142,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,656,BASELINE,41.9425,-87.7025,60,49,0.6605969183146954,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,657,BASELINE,41.7625,-87.6875,24,52,0.6605579117313027,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,658,BASELINE,41.7725,-87.6025,26,69,0.6604944728314877,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,659,BASELINE,41.8525,-87.6675,42,56,0.6604762859642506,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,660,BASELINE,41.8175,-87.6075,35,68,0.6604410763829947,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,661,BASELINE,41.8025,-87.6975,32,50,0.6603828424122185,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,662,BASELINE,41.7225,-87.6275,16,64,0.6600190484896302,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,663,BASELINE,41.7725,-87.6425,26,61,0.6599734900519252,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,664,BASELINE,41.7475,-87.5575,21,78,0.6593458980787545,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,665,BASELINE,41.7525,-87.6525,22,59,0.6592480454128236,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,666,BASELINE,41.7775,-87.7275,27,44,0.6592210410162807,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,667,BASELINE,41.9025,-87.7375,52,42,0.6588722495362163,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,668,BASELINE,41.7125,-87.6275,14,64,0.6585775893181562,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,669,BASELINE,41.7575,-87.7225,23,45,0.6585379708558321,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
