model,rank,tier,lat,lon,h,w,pred,true,intervention,cmf,expected_severity_reduction_pct
convlstm,1357,BASELINE,41.8475,-87.7075,41,48,0.5507337253075093,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1358,BASELINE,41.9825,-87.7075,68,48,0.550333741819486,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1359,BASELINE,41.8475,-87.7225,41,45,0.550302573479712,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1360,BASELINE,41.8475,-87.6675,41,56,0.5497656085062772,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1361,BASELINE,41.9475,-87.7425,61,41,0.549703026888892,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1362,BASELINE,41.8275,-87.66250000000001,37,57,0.5496468136552721,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1363,BASELINE,41.7825,-87.7775,28,34,0.5491922702640295,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1364,BASELINE,41.9525,-87.6825,62,53,0.548988175811246,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1365,BASELINE,41.6825,-87.6425,8,61,0.548764118924737,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1366,BASELINE,41.9675,-87.7825,65,33,0.5485208344180137,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1367,BASELINE,41.9325,-87.7325,58,43,0.5484681725502014,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1368,BASELINE,41.9575,-87.7075,63,48,0.5483827507123351,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1369,BASELINE,41.7425,-87.67750000000001,20,54,0.5478721167892218,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1370,BASELINE,41.9575,-87.7325,63,43,0.5477973492816091,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1371,BASELINE,41.7925,-87.7825,30,33,0.5477903073187917,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1372,BASELINE,41.7475,-87.63250000000001,21,63,0.5477269908878952,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1373,BASELINE,41.9075,-87.7475,53,40,0.5476590206380934,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1374,BASELINE,41.9675,-87.6575,65,58,0.5476555917412043,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1375,BASELINE,41.7125,-87.6375,14,62,0.5475206307601184,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1376,BASELINE,41.9425,-87.6675,60,56,0.5474508234765381,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1377,BASELINE,41.6925,-87.6825,10,53,0.5473752601537853,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1378,BASELINE,41.8025,-87.7125,32,47,0.5472966351080686,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1379,BASELINE,41.8725,-87.7475,46,40,0.5472434835974127,6.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1380,BASELINE,41.7075,-87.6725,13,55,0.5471114621032029,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1381,BASELINE,41.7325,-87.6375,18,62,0.5470589231699705,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1382,BASELINE,41.9525,-87.7975,62,30,0.5465222029015422,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1383,BASELINE,41.7425,-87.69250000000001,20,51,0.546221174299717,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1384,BASELINE,41.8325,-87.6225,38,65,0.5461040325462818,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1385,BASELINE,41.7275,-87.5975,17,70,0.546034837840125,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1386,BASELINE,41.9925,-87.7975,70,30,0.5460042206104845,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1387,BASELINE,41.8275,-87.6725,37,55,0.5455608833581209,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1388,BASELINE,41.8425,-87.6525,40,59,0.5455347970128059,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1389,BASELINE,41.7525,-87.5725,22,75,0.5454848911613226,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1390,BASELINE,41.9975,-87.6975,71,50,0.5453517062123865,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1391,BASELINE,41.9475,-87.67750000000001,61,54,0.545256792800501,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1392,BASELINE,41.9225,-87.75750000000001,56,38,0.5451691662892699,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1393,BASELINE,41.9425,-87.7325,60,43,0.5450943990144879,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1394,BASELINE,41.9125,-87.63250000000001,54,63,0.5447985753417015,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1395,BASELINE,41.9075,-87.77250000000001,53,35,0.5447069071233273,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1396,BASELINE,41.9525,-87.6575,62,58,0.5444875655230135,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1397,BASELINE,41.9175,-87.7775,55,34,0.5443464200943708,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1398,BASELINE,41.9775,-87.66250000000001,67,57,0.5442371778190136,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1399,BASELINE,41.9625,-87.6975,64,50,0.5441597162280232,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1400,BASELINE,41.7025,-87.63250000000001,12,63,0.5440748452674598,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1401,BASELINE,41.7325,-87.5975,18,70,0.5438284378033131,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1402,BASELINE,41.9375,-87.78750000000001,59,32,0.543530348688364,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1403,BASELINE,41.8425,-87.6275,40,64,0.5433509927242994,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1404,BASELINE,41.9675,-87.7375,65,42,0.5433225187007338,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1405,BASELINE,41.9475,-87.6825,61,53,0.5433057404588908,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1406,BASELINE,41.9475,-87.8125,61,27,0.5429912402760237,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1407,BASELINE,41.7275,-87.6125,17,67,0.5429688282310963,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1408,BASELINE,41.8175,-87.6675,35,56,0.5428470943588763,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1409,BASELINE,41.7225,-87.6675,16,56,0.5425600272137672,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1410,BASELINE,41.7375,-87.6075,19,68,0.5422443023417145,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1411,BASELINE,41.9475,-87.7025,61,49,0.542215215973556,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1412,BASELINE,41.6875,-87.6575,9,58,0.5421290590893477,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1413,BASELINE,41.8525,-87.6575,42,58,0.5420675799250603,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1414,BASELINE,41.7125,-87.6175,14,66,0.5419299248605967,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1415,BASELINE,41.9275,-87.7375,57,42,0.5412782672792673,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1416,BASELINE,41.9625,-87.7225,64,45,0.5411762509029359,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1417,BASELINE,41.9325,-87.7675,58,36,0.5410683557856828,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1418,BASELINE,41.8675,-87.7075,45,48,0.5409368241671473,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1419,BASELINE,41.9275,-87.7975,57,30,0.5408051088452339,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1420,BASELINE,41.7225,-87.64750000000001,16,60,0.5407194418366998,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1421,BASELINE,41.7575,-87.6675,23,56,0.5398708546999842,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1422,BASELINE,41.9475,-87.8275,61,24,0.5398020271677524,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1423,BASELINE,41.7275,-87.66250000000001,17,57,0.5395000800490379,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1424,BASELINE,41.9025,-87.7625,52,37,0.5392834935337305,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1425,BASELINE,41.9875,-87.81750000000001,69,26,0.5392598572652787,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1426,BASELINE,41.9825,-87.81750000000001,68,26,0.539213931420818,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1427,BASELINE,41.8625,-87.6375,44,62,0.5391765171661973,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1428,BASELINE,41.8375,-87.7225,39,45,0.5389563795179129,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1429,BASELINE,41.8275,-87.6425,37,61,0.5386175690218806,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1430,BASELINE,41.9875,-87.80250000000001,69,29,0.538558600237593,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1431,BASELINE,41.9625,-87.6525,64,59,0.5384886704850942,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1432,BASELINE,41.9225,-87.77250000000001,56,35,0.5381344903726131,3.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1433,BASELINE,41.7175,-87.66250000000001,15,57,0.537809457629919,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1434,BASELINE,41.9925,-87.7475,70,40,0.5377899853046983,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1435,BASELINE,41.9525,-87.80250000000001,62,29,0.5376944597810507,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1436,BASELINE,41.8725,-87.6725,46,55,0.5375385566148907,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1437,BASELINE,41.8975,-87.7625,51,37,0.537451358512044,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1438,BASELINE,41.6725,-87.63250000000001,6,63,0.5372078905347735,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1439,BASELINE,41.6525,-87.5475,2,80,0.5371393691748381,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1440,BASELINE,41.9675,-87.8475,65,20,0.5370745218824595,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1441,BASELINE,41.8525,-87.7025,42,49,0.5362517756875604,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1442,BASELINE,41.7875,-87.7125,29,47,0.5362304048612714,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1443,BASELINE,41.8975,-87.77250000000001,51,35,0.5361923782620579,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1444,BASELINE,41.9325,-87.6825,58,53,0.5359329890925437,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1445,BASELINE,41.9925,-87.77250000000001,70,35,0.5358822867274284,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1446,BASELINE,41.7225,-87.5725,16,75,0.5358510576188564,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1447,BASELINE,41.9275,-87.7225,57,45,0.5358287068083882,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1448,BASELINE,41.9375,-87.7375,59,42,0.5353435461875051,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1449,BASELINE,42.0075,-87.7825,73,33,0.5346727839205414,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1450,BASELINE,41.8425,-87.6825,40,53,0.5344278460834175,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1451,BASELINE,41.9425,-87.7675,60,36,0.5337475314736366,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1452,BASELINE,41.9875,-87.6975,69,50,0.5328210536390543,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1453,BASELINE,41.9775,-87.7425,67,41,0.5320765040814877,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1454,BASELINE,41.7725,-87.7025,26,49,0.5319494425784796,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1455,BASELINE,41.8225,-87.6425,36,61,0.5319329705089331,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1456,BASELINE,41.9325,-87.6525,58,59,0.5318923722952604,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1457,BASELINE,42.0075,-87.67750000000001,73,54,0.5315463973674923,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1458,BASELINE,41.9425,-87.7375,60,42,0.5314184173475951,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1459,BASELINE,42.0025,-87.7825,72,33,0.5313244834542274,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1460,BASELINE,41.9175,-87.7325,55,43,0.5310217402875423,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1461,BASELINE,41.8425,-87.6175,40,66,0.5309311747550964,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1462,BASELINE,41.7975,-87.6675,31,56,0.5308008678257465,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1463,BASELINE,41.9175,-87.75750000000001,55,38,0.530741041759029,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1464,BASELINE,41.7625,-87.6375,24,62,0.5305589307099581,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1465,BASELINE,41.9325,-87.7825,58,33,0.5303927399218082,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1466,BASELINE,41.7325,-87.6675,18,56,0.5302668421063572,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1467,BASELINE,41.6875,-87.66250000000001,9,57,0.5293283630162477,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1468,BASELINE,41.9675,-87.6975,65,50,0.5289897362235934,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1469,BASELINE,41.7825,-87.7275,28,44,0.5289809184614569,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1470,BASELINE,41.9525,-87.7025,62,49,0.5288986193481833,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1471,BASELINE,41.9225,-87.7525,56,39,0.5286588864400983,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1472,BASELINE,41.9275,-87.6725,57,55,0.5282538204919547,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1473,BASELINE,41.9225,-87.7425,56,41,0.5278292819857597,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1474,BASELINE,41.9825,-87.6975,68,50,0.5273338339757174,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1475,BASELINE,41.9275,-87.6825,57,53,0.5273107485845685,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1476,BASELINE,41.9275,-87.7325,57,43,0.5272121001034975,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1477,BASELINE,41.6875,-87.6525,9,59,0.5264356469269842,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1478,BASELINE,41.7475,-87.5975,21,70,0.5261850142851472,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1479,BASELINE,41.8125,-87.6725,34,55,0.5257585775107145,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1480,BASELINE,41.9625,-87.6725,64,55,0.525730348424986,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1481,BASELINE,41.9775,-87.7075,67,48,0.5256822183728218,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1482,BASELINE,41.7175,-87.6725,15,55,0.5255790380761027,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1483,BASELINE,41.8775,-87.7625,47,37,0.5253149950876832,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1484,BASELINE,41.7275,-87.63250000000001,17,63,0.5252610475290567,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1485,BASELINE,41.7425,-87.7325,20,43,0.52480423822999,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1486,BASELINE,41.7275,-87.6375,17,62,0.5246566634159535,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1487,BASELINE,41.6925,-87.6175,10,66,0.5246391503605992,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1488,BASELINE,41.7575,-87.5625,23,77,0.5246077980846167,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1489,BASELINE,41.9275,-87.75750000000001,57,38,0.5245578307658434,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1490,BASELINE,41.7525,-87.6975,22,50,0.5243130156304687,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1491,BASELINE,41.6825,-87.6575,8,58,0.5242950739338994,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1492,BASELINE,41.8475,-87.6525,41,59,0.5242199394851923,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1493,BASELINE,41.9175,-87.7425,55,41,0.5240005974192172,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1494,BASELINE,41.9575,-87.66250000000001,63,57,0.5239780631382018,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1495,BASELINE,41.8075,-87.6425,33,61,0.5231327824294567,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1496,BASELINE,41.9325,-87.67750000000001,58,54,0.523026479408145,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1497,BASELINE,41.7425,-87.63250000000001,20,63,0.5229731444269419,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1498,BASELINE,41.8175,-87.6425,35,61,0.5229065213352442,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1499,BASELINE,41.8225,-87.6375,36,62,0.5228450419381261,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1500,BASELINE,41.8575,-87.6225,43,65,0.5223558396100998,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1501,BASELINE,41.6825,-87.63250000000001,8,63,0.5221965077798814,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1502,BASELINE,41.7275,-87.6275,17,64,0.5219473447650671,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1503,BASELINE,41.9425,-87.7225,60,45,0.5218674335628748,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1504,BASELINE,41.7225,-87.6725,16,55,0.5218460019677877,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1505,BASELINE,41.9525,-87.7425,62,41,0.5216755250003189,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1506,BASELINE,41.7825,-87.7075,28,48,0.521365862339735,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1507,BASELINE,41.7825,-87.7125,28,47,0.52072161459364,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1508,BASELINE,41.6775,-87.6375,7,62,0.5203043629880995,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1509,BASELINE,41.9475,-87.6875,61,52,0.5201768728438765,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1510,BASELINE,41.8425,-87.69250000000001,40,51,0.520044483942911,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1511,BASELINE,41.7625,-87.7025,24,49,0.5199368949979544,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1512,BASELINE,41.9225,-87.7925,56,31,0.5196497666183859,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1513,BASELINE,42.0075,-87.6975,73,50,0.5194947822019458,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1514,BASELINE,41.9625,-87.7075,64,48,0.5194763503968716,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1515,BASELINE,41.8125,-87.5875,34,72,0.519443406490609,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1516,BASELINE,41.8175,-87.7075,35,48,0.5185653045773506,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1517,BASELINE,41.7575,-87.7025,23,49,0.5178186725825071,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1518,BASELINE,41.9425,-87.67750000000001,60,54,0.517808323726058,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1519,BASELINE,41.7375,-87.6875,19,52,0.5169812301173806,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1520,BASELINE,41.8725,-87.7525,46,39,0.5168196323793381,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1521,BASELINE,41.7325,-87.63250000000001,18,63,0.5162255354225636,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1522,BASELINE,41.6925,-87.7125,10,47,0.51613993011415,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1523,BASELINE,41.9925,-87.8125,70,27,0.5160292182117701,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1524,BASELINE,41.6975,-87.6825,11,53,0.5157845250796527,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1525,BASELINE,41.8375,-87.6425,39,61,0.51575409155339,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1526,BASELINE,41.7325,-87.6725,18,55,0.5156018014531583,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1527,BASELINE,41.7175,-87.6125,15,67,0.5152046345174313,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1528,BASELINE,41.8425,-87.6575,40,58,0.5151126605924219,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1529,BASELINE,41.7375,-87.67750000000001,19,54,0.5149685759097338,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1530,BASELINE,41.9425,-87.6825,60,53,0.5147552350535989,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1531,BASELINE,41.9625,-87.6825,64,53,0.5146812638267875,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1532,BASELINE,41.9525,-87.64750000000001,62,60,0.5145115831401199,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1533,BASELINE,41.9625,-87.7175,64,46,0.5142827499657869,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1534,BASELINE,41.7375,-87.7225,19,45,0.5136018533958122,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1535,BASELINE,41.9925,-87.6725,70,55,0.5132865264313295,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1536,BASELINE,41.6575,-87.5475,3,80,0.5131934807868674,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1537,BASELINE,41.9575,-87.6975,63,50,0.5117297015385702,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1538,BASELINE,41.9275,-87.7675,57,36,0.5115281484322622,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1539,BASELINE,41.8175,-87.6875,35,52,0.5113746336428449,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1540,BASELINE,42.0025,-87.6725,72,55,0.5100208622170612,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1541,BASELINE,41.9625,-87.6575,64,58,0.5097722196951509,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1542,BASELINE,41.9425,-87.8275,60,24,0.5095651858719066,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1543,BASELINE,41.6775,-87.66250000000001,7,57,0.509129227255471,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1544,BASELINE,41.8125,-87.6375,34,62,0.5086854305118322,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1545,BASELINE,41.7975,-87.7075,31,48,0.5085441319970414,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1546,BASELINE,41.9125,-87.7475,54,40,0.5084531987085938,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1547,BASELINE,41.7925,-87.7675,30,36,0.5079727228730917,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1548,BASELINE,41.8375,-87.6375,39,62,0.5075852310983464,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1549,BASELINE,41.9125,-87.75750000000001,54,38,0.5075099738314748,1.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1550,BASELINE,41.9575,-87.7925,63,31,0.5073306179838255,2.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
convlstm,1551,BASELINE,41.8275,-87.6575,37,58,0.5072767623933032,0.0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
