rank,tier,lat,lon,h,w,pred,true,intervention,cmf,expected_severity_reduction_pct
402,MONITOR,41.9525,-87.7175,62,46,1.0620589437046914,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
403,MONITOR,41.8125,-87.6225,34,65,1.0604381394620637,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
404,MONITOR,41.7625,-87.6825,24,53,1.0598432540929277,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
405,MONITOR,41.9825,-87.6575,68,58,1.0590064476426513,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
406,MONITOR,41.7725,-87.7225,26,45,1.0588201829564967,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
407,MONITOR,41.7575,-87.56750000000001,23,76,1.0557276686023889,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
408,MONITOR,41.9925,-87.7025,70,49,1.048897010087105,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
409,MONITOR,41.9775,-87.7675,67,36,1.0466684923320622,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
410,MONITOR,41.7975,-87.5825,31,73,1.0453490838451416,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
411,MONITOR,41.8825,-87.6975,48,50,1.0433475542015145,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
412,MONITOR,41.9675,-87.7625,65,37,1.0426800578420845,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
413,MONITOR,41.8975,-87.7375,51,42,1.038108988059966,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
414,MONITOR,41.6975,-87.6425,11,61,1.0361574334415398,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
415,MONITOR,41.8725,-87.7625,46,37,1.0355809743022166,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
416,MONITOR,41.7725,-87.7425,26,41,1.0324756425348398,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
417,MONITOR,41.9675,-87.7275,65,44,1.0236850614830777,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
418,MONITOR,41.8775,-87.7075,47,48,1.0228135964928071,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
419,MONITOR,41.9275,-87.6875,57,52,1.020426000594641,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
420,MONITOR,41.8375,-87.63250000000001,39,63,1.0200275875785911,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
421,MONITOR,41.9175,-87.7675,55,36,1.0188743275513277,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
422,MONITOR,41.8475,-87.64750000000001,41,60,1.0154570629661674,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
423,MONITOR,41.8925,-87.7225,50,45,1.0146580564304102,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
424,MONITOR,41.7525,-87.6825,22,53,1.0131849649033733,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
425,MONITOR,41.7525,-87.64750000000001,22,60,1.0131281580485705,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
426,MONITOR,41.9325,-87.7775,58,34,1.0130661405339796,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
427,MONITOR,41.8475,-87.67750000000001,41,54,1.012492331094445,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
428,MONITOR,41.9375,-87.64750000000001,59,60,1.0124445752151137,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
429,MONITOR,41.7325,-87.5875,18,72,1.0124371323901131,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
430,MONITOR,41.8525,-87.6975,42,50,1.012111323555419,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
431,MONITOR,41.9375,-87.7125,59,47,1.0112892087793377,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
432,MONITOR,41.8225,-87.7025,36,49,1.00837781193383,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
433,MONITOR,41.9375,-87.75750000000001,59,38,1.0081296204579953,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
434,MONITOR,41.7125,-87.6525,14,59,1.0073000205884972,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
435,MONITOR,41.8925,-87.6175,50,66,1.0068411681339529,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
436,MONITOR,41.7325,-87.6125,18,67,1.002611915057634,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
437,MONITOR,41.8325,-87.6875,38,52,1.001531991395311,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
438,MONITOR,41.8525,-87.6875,42,52,1.0012614141806044,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
439,MONITOR,41.8275,-87.7025,37,49,1.0007023629031084,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
440,MONITOR,41.9575,-87.7275,63,44,0.9972561639942048,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
441,MONITOR,41.8025,-87.7025,32,49,0.9948390814282032,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
442,MONITOR,41.8075,-87.6075,33,68,0.9947057358776804,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
443,MONITOR,41.9075,-87.6275,53,64,0.9945416384806836,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
444,MONITOR,41.9775,-87.7475,67,40,0.9925507168569176,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
445,MONITOR,41.9425,-87.7475,60,40,0.9920204632367176,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
446,MONITOR,41.8325,-87.6825,38,53,0.9913267728328826,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
447,MONITOR,42.0125,-87.6725,74,55,0.98790039536402,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
448,MONITOR,41.9275,-87.6675,57,56,0.9859143646969096,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
449,MONITOR,41.7875,-87.7025,29,49,0.981678612736126,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
450,MONITOR,41.7575,-87.63250000000001,23,63,0.9796670583902384,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
451,MONITOR,41.9125,-87.7275,54,44,0.978679663336103,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
452,MONITOR,41.9375,-87.6975,59,50,0.9783279146248216,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
453,MONITOR,41.8175,-87.6225,35,65,0.9771870501252884,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
454,MONITOR,41.7325,-87.5625,18,77,0.9751968283210832,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
455,MONITOR,41.9225,-87.7275,56,44,0.9748716710243032,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
456,MONITOR,41.8925,-87.6575,50,58,0.9736512103438372,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
457,MONITOR,41.7375,-87.6675,19,56,0.9733539481842128,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
458,MONITOR,41.7425,-87.6275,20,64,0.9730122682776594,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
459,MONITOR,41.9875,-87.8375,69,22,0.971810068386629,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
460,MONITOR,41.7675,-87.5825,25,73,0.9705026198392908,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
461,MONITOR,41.8175,-87.7025,35,49,0.9700242163822383,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
462,MONITOR,41.8325,-87.64750000000001,38,60,0.9696923203144796,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
463,MONITOR,41.8375,-87.67750000000001,39,54,0.9689539077347444,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
464,MONITOR,41.9325,-87.6425,58,61,0.9685274587762948,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
465,MONITOR,41.7775,-87.5875,27,72,0.968066761926451,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
466,MONITOR,41.8025,-87.5875,32,72,0.9669212086940272,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
467,MONITOR,41.7475,-87.6425,21,61,0.9661132234522074,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
468,MONITOR,41.7225,-87.6225,16,65,0.965729426621566,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
469,MONITOR,41.7875,-87.6725,29,55,0.964100765754132,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
470,MONITOR,41.8875,-87.66250000000001,49,57,0.9638257447117342,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
471,MONITOR,41.7725,-87.6825,26,53,0.9607162293502652,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
472,MONITOR,41.8075,-87.69250000000001,33,51,0.960683585880854,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
473,MONITOR,41.6875,-87.6175,9,66,0.9590830466565688,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
474,MONITOR,41.7675,-87.6725,25,55,0.9587820860493644,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
475,MONITOR,41.8875,-87.6525,49,59,0.9578027184336976,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
476,MONITOR,41.8575,-87.64750000000001,43,60,0.9566533102316498,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
477,MONITOR,41.7775,-87.6725,27,55,0.9551489807208392,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
478,MONITOR,41.8625,-87.6675,44,56,0.9548253246904652,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
479,MONITOR,41.9525,-87.6525,62,59,0.9521803809663762,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
480,MONITOR,41.9475,-87.7175,61,46,0.9515935648218145,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
481,MONITOR,41.8025,-87.6175,32,66,0.9509603034648318,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
482,MONITOR,41.9975,-87.8075,71,28,0.9457698933221974,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
483,MONITOR,41.8325,-87.6725,38,55,0.9453260852030528,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
484,MONITOR,41.7925,-87.7425,30,41,0.9426687357479736,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
485,MONITOR,41.8825,-87.6575,48,58,0.942617664617434,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
486,MONITOR,41.8425,-87.7125,40,47,0.9400379179406468,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
487,BASELINE,41.9025,-87.6425,52,61,0.9399937273908008,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
488,BASELINE,41.9375,-87.7175,59,46,0.9396490902723398,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
489,BASELINE,41.7975,-87.7425,31,41,0.9390876171693828,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
490,BASELINE,41.9975,-87.7025,71,49,0.938691247089796,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
491,BASELINE,41.8825,-87.7325,48,43,0.9382213622396572,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
492,BASELINE,41.9225,-87.6875,56,52,0.9378149804985144,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
493,BASELINE,41.7075,-87.6275,13,64,0.93779774842116,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
494,BASELINE,41.9625,-87.6525,64,59,0.9372350637631957,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
495,BASELINE,41.8075,-87.6725,33,55,0.9358450127102363,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
496,BASELINE,41.9625,-87.6675,64,56,0.9351974250456856,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
497,BASELINE,41.8075,-87.7175,33,46,0.9334224813080524,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
498,BASELINE,41.7925,-87.6275,30,64,0.9329515541836968,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
499,BASELINE,41.7975,-87.7625,31,37,0.9328308069451672,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
500,BASELINE,41.7325,-87.6025,18,69,0.9320865030857378,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
501,BASELINE,41.7275,-87.6025,17,69,0.9302336762259412,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
502,BASELINE,41.8625,-87.7125,44,47,0.9287450080767414,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
503,BASELINE,41.8675,-87.7025,45,49,0.9283312104065068,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
504,BASELINE,41.9125,-87.6525,54,59,0.927985987732188,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
505,BASELINE,41.9325,-87.75750000000001,58,38,0.927074941175511,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
506,BASELINE,41.8925,-87.77250000000001,50,35,0.9267468026879908,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
507,BASELINE,41.9275,-87.63250000000001,57,63,0.924121850085422,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
508,BASELINE,41.9575,-87.8925,63,11,0.9209655126431951,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
509,BASELINE,41.7925,-87.7025,30,49,0.9196714407317302,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
510,BASELINE,41.8725,-87.6675,46,56,0.9166707148822164,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
511,BASELINE,41.7375,-87.6075,19,68,0.9153384403028992,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
512,BASELINE,41.8625,-87.6875,44,52,0.915286047640334,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
513,BASELINE,41.7075,-87.6225,13,65,0.9150165564371792,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
514,BASELINE,41.7975,-87.5975,31,70,0.9132815020076112,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
515,BASELINE,41.9275,-87.6425,57,61,0.911196204051526,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
516,BASELINE,41.9225,-87.8075,56,28,0.9103653076498822,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
517,BASELINE,41.9525,-87.7775,62,34,0.9096018486957612,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
518,BASELINE,41.7875,-87.66250000000001,29,57,0.9077702296789468,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
519,BASELINE,41.8475,-87.6275,41,64,0.906886515772134,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
520,BASELINE,41.9975,-87.7075,71,48,0.9068769418384192,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
521,BASELINE,41.7375,-87.56750000000001,19,76,0.9054216756582256,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
522,BASELINE,41.6925,-87.66250000000001,10,57,0.904943690971618,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
523,BASELINE,41.8975,-87.6375,51,62,0.9022435608161942,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
524,BASELINE,41.9675,-87.7225,65,45,0.9015407583490448,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
525,BASELINE,41.9225,-87.75750000000001,56,38,0.900310961574761,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
526,BASELINE,41.9475,-87.64750000000001,61,60,0.8995650765611279,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
527,BASELINE,41.9025,-87.75750000000001,52,38,0.8974627338639446,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
528,BASELINE,41.8325,-87.63250000000001,38,63,0.8952156057305013,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
529,BASELINE,41.8575,-87.7125,43,47,0.894927153665812,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
530,BASELINE,41.8575,-87.6875,43,52,0.8938926350091548,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
531,BASELINE,41.8975,-87.6525,51,59,0.8919703647522685,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
532,BASELINE,41.9675,-87.7375,65,42,0.8897340874000271,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
533,BASELINE,41.8775,-87.75750000000001,47,38,0.8873842156179391,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
534,BASELINE,41.7675,-87.56750000000001,25,76,0.886509050060037,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
535,BASELINE,41.9275,-87.7475,57,40,0.8859176474829007,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
536,BASELINE,41.9375,-87.7075,59,48,0.8851330715412986,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
537,BASELINE,41.7725,-87.63250000000001,26,63,0.8849371700673674,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
538,BASELINE,41.8275,-87.6825,37,53,0.883446192589744,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
539,BASELINE,41.8975,-87.7525,51,39,0.8822000653038532,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
540,BASELINE,42.0075,-87.69250000000001,73,51,0.8814080258406014,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
541,BASELINE,41.9525,-87.8375,62,22,0.880359771275596,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
542,BASELINE,41.7575,-87.5925,23,71,0.8802753672708252,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
543,BASELINE,41.8475,-87.6975,41,50,0.8785802118256745,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
544,BASELINE,41.7725,-87.6725,26,55,0.8770941912133722,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
545,BASELINE,41.6775,-87.66250000000001,7,57,0.876540015082315,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
546,BASELINE,41.8375,-87.7025,39,49,0.8758532792199527,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
547,BASELINE,41.9625,-87.6875,64,52,0.8758500101631874,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
548,BASELINE,41.9675,-87.7475,65,40,0.8757645771426481,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
549,BASELINE,41.9775,-87.9075,67,8,0.8742974986685633,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
550,BASELINE,41.9825,-87.78750000000001,68,32,0.8716410042266265,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
551,BASELINE,41.9025,-87.7375,52,42,0.8691470545953517,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
552,BASELINE,41.9175,-87.7125,55,47,0.8679737754237893,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
553,BASELINE,41.8875,-87.6875,49,52,0.8666751157948139,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
554,BASELINE,41.7575,-87.5625,23,77,0.8655190194974521,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
555,BASELINE,41.8825,-87.77250000000001,48,35,0.864222836958077,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
556,BASELINE,41.8025,-87.7425,32,41,0.8635340399080332,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
557,BASELINE,41.9325,-87.6675,58,56,0.8629844446803583,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
558,BASELINE,41.8775,-87.7425,47,41,0.8593660878405076,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
559,BASELINE,41.8125,-87.5875,34,72,0.859234262296869,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
560,BASELINE,41.8325,-87.6675,38,56,0.8592010196839085,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
561,BASELINE,41.7875,-87.6175,29,66,0.8575792532915819,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
562,BASELINE,41.9125,-87.7675,54,36,0.8574618360945183,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
563,BASELINE,41.9625,-87.64750000000001,64,60,0.8572419229556024,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
564,BASELINE,41.9525,-87.66250000000001,62,57,0.856430598702645,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
565,BASELINE,41.7275,-87.66250000000001,17,57,0.8561094639957407,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
566,BASELINE,41.6575,-87.5575,3,78,0.8545661612072243,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
567,BASELINE,41.9425,-87.7275,60,44,0.8543691023093863,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
568,BASELINE,41.8775,-87.7025,47,49,0.8531884432453066,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
569,BASELINE,41.7575,-87.64750000000001,23,60,0.8528862759239437,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
570,BASELINE,41.9375,-87.8075,59,28,0.8523824153780358,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
571,BASELINE,41.9375,-87.6675,59,56,0.8522082043700547,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
572,BASELINE,41.7425,-87.6525,20,59,0.8521525736823375,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
573,BASELINE,41.8775,-87.6525,47,59,0.8514318440968496,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
574,BASELINE,41.8775,-87.6975,47,50,0.849739610536154,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
575,BASELINE,41.8575,-87.6375,43,62,0.8493518356422656,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
576,BASELINE,41.9525,-87.89750000000001,62,10,0.8459429062654356,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
577,BASELINE,41.8675,-87.66250000000001,45,57,0.8449869766466831,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
578,BASELINE,41.7875,-87.69250000000001,29,51,0.8428517816376073,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
579,BASELINE,41.9725,-87.7675,66,36,0.8426411161616112,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
580,BASELINE,41.8875,-87.77250000000001,49,35,0.8417304029660565,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
581,BASELINE,41.9375,-87.6525,59,59,0.8408188859120032,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
582,BASELINE,41.9925,-87.6675,70,56,0.8404727070690488,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
583,BASELINE,41.8975,-87.64750000000001,51,60,0.8389154131514752,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
584,BASELINE,41.7225,-87.6025,16,69,0.8382813898269716,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
585,BASELINE,41.7875,-87.64750000000001,29,60,0.8371412892258191,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
586,BASELINE,41.9275,-87.7075,57,48,0.8364001991421247,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
587,BASELINE,41.8725,-87.7025,46,49,0.834723454511941,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
588,BASELINE,41.9775,-87.6575,67,58,0.8336293785159142,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
589,BASELINE,41.8325,-87.6125,38,67,0.8332665465318562,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
590,BASELINE,41.8025,-87.6075,32,68,0.8331930677007895,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
591,BASELINE,41.7525,-87.7025,22,49,0.8316558800807524,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
592,BASELINE,41.8875,-87.7025,49,49,0.83150346301063,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
593,BASELINE,41.8075,-87.6575,33,58,0.8310392586031097,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
594,BASELINE,41.7425,-87.6125,20,67,0.8306854664137927,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
595,BASELINE,41.9075,-87.6675,53,56,0.8232143823656888,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
596,BASELINE,41.9275,-87.7275,57,44,0.8214099566114106,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
597,BASELINE,41.9775,-87.8075,67,28,0.8213184337340289,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
598,BASELINE,41.8875,-87.6675,49,56,0.8195380614836627,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
599,BASELINE,41.9575,-87.8875,63,12,0.817642424822187,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
600,BASELINE,41.9625,-87.6575,64,58,0.8176022291336482,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
601,BASELINE,41.9075,-87.7775,53,34,0.8173547596991663,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
602,BASELINE,41.8875,-87.7225,49,45,0.8172466235443177,4,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
603,BASELINE,41.8625,-87.7175,44,46,0.8113470859556011,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
604,BASELINE,41.9775,-87.6525,67,59,0.8113135219476939,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
605,BASELINE,41.8725,-87.6725,46,55,0.8110251539847327,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
606,BASELINE,41.8475,-87.6225,41,65,0.8084461013109591,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
607,BASELINE,41.7325,-87.66250000000001,18,57,0.8076289090866899,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
608,BASELINE,41.9425,-87.6525,60,59,0.8058358821425639,3,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
609,BASELINE,41.6975,-87.6275,11,64,0.8049694345020522,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
610,BASELINE,41.8175,-87.63250000000001,35,63,0.8037142482473938,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
611,BASELINE,41.9075,-87.63250000000001,53,63,0.7999474690226098,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
612,BASELINE,41.6875,-87.66250000000001,9,57,0.799913478350145,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
613,BASELINE,41.7675,-87.63250000000001,25,63,0.7995682058808908,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
614,BASELINE,41.7475,-87.5775,21,74,0.7969700913272598,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
615,BASELINE,41.7225,-87.6525,16,59,0.7959127037162217,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
616,BASELINE,41.7475,-87.6125,21,67,0.7942171180221751,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
617,BASELINE,41.8625,-87.6275,44,64,0.7936886209380247,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
618,BASELINE,41.6925,-87.6175,10,66,0.7927157360028775,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
619,BASELINE,41.8325,-87.6275,38,64,0.7919050597489128,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
620,BASELINE,41.7325,-87.5425,18,81,0.7916106917178019,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
621,BASELINE,41.9825,-87.66250000000001,68,57,0.7895545391446513,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
