rank,tier,lat,lon,h,w,pred,true,intervention,cmf,expected_severity_reduction_pct
1453,BASELINE,41.9875,-87.69250000000001,69,51,0.2877735874144336,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1454,BASELINE,41.8125,-87.6075,34,68,0.2873951705224444,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1455,BASELINE,41.6675,-87.6225,5,65,0.2872921655111196,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1456,BASELINE,41.7775,-87.7175,27,46,0.2871487503891198,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1457,BASELINE,41.7075,-87.5925,13,71,0.286260538039448,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1458,BASELINE,41.9375,-87.80250000000001,59,29,0.2862598582155348,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1459,BASELINE,41.9375,-87.7825,59,33,0.2854356229936513,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1460,BASELINE,41.7725,-87.56750000000001,26,76,0.2852064652166158,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1461,BASELINE,42.0025,-87.69250000000001,72,51,0.2845957179229516,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1462,BASELINE,41.9825,-87.7075,68,48,0.2839927066046897,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1463,BASELINE,41.8675,-87.69250000000001,45,51,0.2837295877422346,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1464,BASELINE,41.7775,-87.7525,27,39,0.2833573637159495,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1465,BASELINE,41.8725,-87.6375,46,62,0.2829330627329507,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1466,BASELINE,41.6925,-87.6375,10,62,0.2825889049528615,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1467,BASELINE,41.8275,-87.69250000000001,37,51,0.2806375478325852,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1468,BASELINE,41.7925,-87.6975,30,50,0.2796477581806731,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1469,BASELINE,41.9375,-87.7425,59,41,0.2791599529812,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1470,BASELINE,41.7475,-87.6375,21,62,0.2789412816654895,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1471,BASELINE,41.9025,-87.7775,52,34,0.2786322102702748,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1472,BASELINE,41.9325,-87.80250000000001,58,29,0.2781154251271541,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1473,BASELINE,41.7875,-87.7275,29,44,0.2780665297188779,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1474,BASELINE,41.9825,-87.7925,68,31,0.2771935460062185,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1475,BASELINE,41.7975,-87.63250000000001,31,63,0.2769261394950637,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1476,BASELINE,41.7975,-87.6025,31,69,0.27691962368007,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1477,BASELINE,41.9075,-87.6825,53,53,0.276855800878214,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1478,BASELINE,41.9875,-87.6525,69,59,0.2756830440913881,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1479,BASELINE,41.8025,-87.6425,32,61,0.2754566592263041,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1480,BASELINE,41.9075,-87.7825,53,33,0.2753612802357543,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1481,BASELINE,41.7675,-87.6675,25,56,0.27459312763168,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1482,BASELINE,41.7975,-87.7225,31,45,0.2729753500142946,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1483,BASELINE,41.8075,-87.6525,33,59,0.2728550326204283,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1484,BASELINE,41.9625,-87.66250000000001,64,57,0.2724351469976039,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1485,BASELINE,41.9575,-87.7225,63,45,0.2717595811194254,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1486,BASELINE,41.7925,-87.7375,30,42,0.2706990448437197,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1487,BASELINE,41.6875,-87.63250000000001,9,63,0.2697540676911472,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1488,BASELINE,41.6875,-87.6075,9,68,0.2697350833747507,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1489,BASELINE,41.8975,-87.7625,51,37,0.2691046049304326,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1490,BASELINE,41.9625,-87.7425,64,41,0.2690162836237485,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1491,BASELINE,41.6975,-87.6175,11,66,0.2684823008896118,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1492,BASELINE,42.0075,-87.6975,73,50,0.2684557459272569,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1493,BASELINE,41.7325,-87.5475,18,80,0.2677254338751722,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1494,BASELINE,41.7375,-87.5425,19,81,0.2676918861552713,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1495,BASELINE,41.8375,-87.7075,39,48,0.2673615352846782,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1496,BASELINE,41.7825,-87.6525,28,59,0.2668397921097495,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1497,BASELINE,41.7475,-87.6675,21,56,0.2663030643678191,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1498,BASELINE,42.0025,-87.6675,72,56,0.2658212147256142,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1499,BASELINE,41.8425,-87.6525,40,59,0.2649668743713808,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1500,BASELINE,41.8475,-87.6675,41,56,0.2635496769184711,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1501,BASELINE,41.9875,-87.7775,69,34,0.2623089296956447,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1502,BASELINE,41.9475,-87.7425,61,41,0.2621871834157522,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1503,BASELINE,41.7425,-87.7425,20,41,0.2607117324148304,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1504,BASELINE,41.6975,-87.6525,11,59,0.2605040805016889,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1505,BASELINE,41.9325,-87.77250000000001,58,35,0.2603287351386711,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1506,BASELINE,41.8175,-87.6575,35,58,0.2600094654289801,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1507,BASELINE,41.7525,-87.7225,22,45,0.2593137484672775,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1508,BASELINE,41.9125,-87.6425,54,61,0.2587530882635375,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1509,BASELINE,41.6575,-87.6125,3,67,0.2582189124369125,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1510,BASELINE,41.9725,-87.67750000000001,66,54,0.257966210021841,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1511,BASELINE,41.9525,-87.91250000000001,62,7,0.2578947483851154,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1512,BASELINE,41.7975,-87.7375,31,42,0.2573983465647826,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1513,BASELINE,41.9225,-87.7825,56,33,0.2564341406886795,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1514,BASELINE,41.9975,-87.7475,71,40,0.2560219817939061,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1515,BASELINE,41.9925,-87.80250000000001,70,29,0.2558114400737514,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1516,BASELINE,41.7475,-87.7325,21,43,0.2556499967298865,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1517,BASELINE,41.6875,-87.6525,9,59,0.2554616947401888,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1518,BASELINE,41.7375,-87.7175,19,46,0.2548862019348287,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1519,BASELINE,41.9425,-87.7025,60,49,0.2543362354542185,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1520,BASELINE,41.8325,-87.6525,38,59,0.2542523951069612,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1521,BASELINE,41.8825,-87.6125,48,67,0.2531509679789648,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1522,BASELINE,41.9775,-87.7525,67,39,0.2529378969478221,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1523,BASELINE,41.7775,-87.67750000000001,27,54,0.2524487760692355,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1524,BASELINE,41.8075,-87.7325,33,43,0.2524397556498666,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1525,BASELINE,41.9425,-87.8275,60,24,0.2523588508354189,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1526,BASELINE,41.7275,-87.5575,17,78,0.2522603294679418,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1527,BASELINE,41.8125,-87.6875,34,52,0.251893485139638,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1528,BASELINE,41.7525,-87.5575,22,78,0.2514931591215923,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1529,BASELINE,41.9575,-87.6875,63,52,0.2511524560434096,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1530,BASELINE,41.6925,-87.7075,10,48,0.2510762190631622,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1531,BASELINE,41.6825,-87.6225,8,65,0.2506967651979476,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1532,BASELINE,42.0175,-87.8075,75,28,0.2498856453413372,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1533,BASELINE,41.7425,-87.5725,20,75,0.2492883295191525,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1534,BASELINE,41.8425,-87.69250000000001,40,51,0.248823467697206,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1535,BASELINE,42.0125,-87.6875,74,52,0.2483282012819779,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1536,BASELINE,41.8425,-87.6375,40,62,0.2482342181661782,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1537,BASELINE,41.7275,-87.6125,17,67,0.2469987659795699,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1538,BASELINE,41.9525,-87.8325,62,23,0.2468588325422654,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1539,BASELINE,41.9425,-87.6825,60,53,0.2466661129831995,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1540,BASELINE,41.6925,-87.7025,10,49,0.2465790334131189,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1541,BASELINE,41.9525,-87.6825,62,53,0.2456419873146886,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1542,BASELINE,41.9975,-87.6675,71,56,0.2453885824404544,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1543,BASELINE,41.9725,-87.7275,66,44,0.2451709371419941,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1544,BASELINE,41.9875,-87.7125,69,47,0.2451196187940281,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1545,BASELINE,41.6725,-87.6425,6,61,0.2451182696050995,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1546,BASELINE,41.8375,-87.66250000000001,39,57,0.2449678258856822,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1547,BASELINE,41.9025,-87.7425,52,41,0.2449301632392897,2,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1548,BASELINE,41.7425,-87.5975,20,70,0.2448278763397805,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1549,BASELINE,41.9325,-87.6725,58,55,0.2427894364557748,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1550,BASELINE,41.8725,-87.6525,46,59,0.2425469295856639,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1551,BASELINE,41.8425,-87.6425,40,61,0.2425209498432765,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1552,BASELINE,41.7625,-87.5925,24,71,0.2422400488377551,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1553,BASELINE,41.7725,-87.7325,26,43,0.2422212617918666,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1554,BASELINE,41.6825,-87.63250000000001,8,63,0.2421911757241099,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1555,BASELINE,41.8175,-87.6125,35,67,0.2413543983210133,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1556,BASELINE,41.9175,-87.7775,55,34,0.2407227033568913,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1557,BASELINE,41.9525,-87.69250000000001,62,51,0.2404364480295492,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1558,BASELINE,41.9475,-87.81750000000001,61,26,0.2399579771820386,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1559,BASELINE,41.9175,-87.78750000000001,55,32,0.2396562208543366,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1560,BASELINE,41.9675,-87.6825,65,53,0.2394682124946629,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1561,BASELINE,41.7825,-87.6975,28,50,0.239406008868096,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1562,BASELINE,41.7625,-87.7425,24,41,0.238155240257621,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1563,BASELINE,41.9525,-87.8925,62,11,0.2378763070176306,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1564,BASELINE,41.9925,-87.7175,70,46,0.237296878288149,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1565,BASELINE,41.9975,-87.7275,71,44,0.2369217857580139,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1566,BASELINE,41.7825,-87.77250000000001,28,35,0.2365573594435617,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1567,BASELINE,41.8575,-87.6825,43,53,0.2361825794415106,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1568,BASELINE,42.0025,-87.67750000000001,72,54,0.2355705411752469,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1569,BASELINE,41.7125,-87.63250000000001,14,63,0.2350564954356694,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1570,BASELINE,41.7825,-87.7625,28,37,0.234438867674185,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1571,BASELINE,41.9875,-87.8475,69,20,0.232882174589127,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1572,BASELINE,41.6675,-87.63250000000001,5,63,0.2327485347155196,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1573,BASELINE,41.7175,-87.5325,15,83,0.2326912119854928,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1574,BASELINE,41.7875,-87.6675,29,56,0.232294253309634,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1575,BASELINE,41.8475,-87.7125,41,47,0.2322774613172336,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1576,BASELINE,41.7325,-87.56750000000001,18,76,0.2317032383448884,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1577,BASELINE,41.8225,-87.6975,36,50,0.2315580341502548,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1578,BASELINE,41.6825,-87.6275,8,64,0.2312730055450532,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1579,BASELINE,41.9575,-87.7975,63,30,0.2310942013680333,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1580,BASELINE,41.7825,-87.6575,28,58,0.2301290543106227,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1581,BASELINE,41.7025,-87.5425,12,81,0.2296352761034494,1,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1582,BASELINE,41.8075,-87.6375,33,62,0.2293845898610061,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1583,BASELINE,41.9575,-87.88250000000001,63,13,0.2272059774540417,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1584,BASELINE,41.8275,-87.64750000000001,37,60,0.2269941594310949,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1585,BASELINE,41.7825,-87.6875,28,52,0.2268206328409746,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
1586,BASELINE,41.8125,-87.6725,34,55,0.2262164274466937,0,Corridor safety audit + targeted enforcement,0.85,15.000000000000002
